XCoord,YCoord,FID,REQUESTID,REQCAT,DESC,DATEINIT,STATUS,DATECLOSED,CANCEL,PROBCODE,SHOP,TILENO,DOMAINID,SRX,SRY
-84.53301745,42.75323725,1870,126482,SEWER,SEW-WTR IN BSMNT,2019-07-02 00:00:00,CLOSED,2019-07-03 00:00:00,N,SEW-WTR IN BSMNT,LG-10,1,2,13078684.655000,456754.191000
-84.53790953,42.73470117,1871,126485,SEWER,CAVE IN,2019-07-02 00:00:00,CLOSED,2019-07-03 00:00:00,N,CAVE IN,LG-15,1,2,13077357.069000,450001.768000
-84.57633500,42.70329912,1872,126495,SEWER,DRAINAGE PROBLEM,2019-07-03 00:00:00,CLOSED,2019-07-03 00:00:00,N,DRAINAGE PROBLEM,LG-29,3,2,13067005.716000,438581.400000
-84.53168335,42.72528249,1873,126500,SEWER,CAVE IN,2019-07-03 00:00:00,CLOSED,2019-07-12 00:00:00,N,CAVE IN,LG-22,1,2,13079022.982000,446566.011000
-84.53350740,42.73196158,1874,126501,SEWER,SEW-WTR IN BSMNT,2019-07-03 00:00:00,CLOSED,2019-07-03 00:00:00,N,SEW-WTR IN BSMNT,LG-15,1,2,13078537.705000,449001.016000
-84.56343591,42.71291002,1875,126502,SEWER,WATER ON ROAD,2019-07-03 00:00:00,CLOSED,2019-07-03 00:00:00,N,WATER ON ROAD,LG-20,4,2,13070480.943000,442075.491000
-84.52636030,42.73354196,1876,126522,SEWER,CAVE IN,2019-07-04 00:00:00,CLOSED,2019-07-05 00:00:00,N,CAVE IN, , ,2,13080458.925000,449573.224000
-84.57467177,42.70579373,1877,126524,SEWER,SEW-WTR IN BSMNT,2019-07-04 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,LG-29,4,2,13067455.009000,439489.390000
-84.55065757,42.69412404,1878,126529,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13073900.040000,435221.635000
-84.54630827,42.71652506,1879,126532,SEWER,WATER ON ROAD,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,WATER ON ROAD,LG-21,1,2,13075086.644000,443382.615000
-84.56302628,42.69746183,1880,126533,SEWER,WATER ON ROAD,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,WATER ON ROAD,LG-32,2,2,13070577.899000,436445.519000
-84.57310275,42.68741052,1881,126535,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEW-WTR IN BSMNT,LG-32,3,2,13067860.288000,432789.053000
-84.53797144,42.70910256,1882,126536,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEW-WTR IN BSMNT,LG-27,2,2,13077321.456000,440672.992000
-84.52919828,42.71794722,1883,126538,SEWER,WATER ON ROAD,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,WATER ON ROAD,LG-22,1,2,13079685.527000,443891.545000
-84.58842446,42.73781330,1884,126539,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEW-WTR IN BSMNT,LG-18, ,2,13063789.419000,451167.584000
-84.59023155,42.69346257,1885,126540,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEW-WTR IN BSMNT,LG-31,3,2,13063261.057000,435006.328000
-84.55416934,42.71347366,1886,126541,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEW-WTR IN BSMNT,LG-21,4,2,13072971.704000,442275.212000
-84.56339718,42.68509241,1887,126542,SEWER,CB-MH COVER,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,CB-MH COVER,LG-32,2,2,13070467.666000,431938.028000
-84.55373865,42.70889699,1888,126543,SEWER,SEWER PROBLEM,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEWER PROBLEM,LG-28,1,2,13073083.740000,440607.096000
-84.56732325,42.69750638,1889,126544,SEWER,CB-MH COVER,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,CB-MH COVER,LG-32,3,2,13069422.881000,436464.479000
-84.57616898,42.69068812,1890,126545,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEW-WTR IN BSMNT,LG-32,3,2,13067038.902000,433985.525000
-84.56315216,42.69831221,1891,126546,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEW-WTR IN BSMNT,LG-29,2,2,13070544.785000,436755.496000
-84.57616898,42.69068812,1892,126547,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEW-WTR IN BSMNT,LG-32,3,2,13067038.902000,433985.525000
-84.55063647,42.71577530,1893,126550,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEW-WTR IN BSMNT,LG-21,1,2,13073922.952000,443111.895000
-84.59880116,42.68410711,1894,126552,SEWER,WATER ON ROAD,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,WATER ON ROAD,LG-31,3,2,13060947.938000,431603.205000
-84.56011356,42.69471185,1895,126556,SEWER,WATER ON ROAD,2019-07-05 00:00:00,CLOSED,2019-07-12 00:00:00,N,WATER ON ROAD,LG-33,2,2,13071358.557000,435441.545000
-84.59678623,42.70549762,1896,126557,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEW-WTR IN BSMNT,LG-30,3,2,13061510.988000,439396.945000
-84.59004885,42.75417193,1897,126560,SEWER,DRAINAGE PROBLEM,2019-07-05 00:00:00,CLOSED,2019-08-06 00:00:00,N,DRAINAGE PROBLEM,LG-07,4,2,13063368.872000,457130.265000
-84.54800564,42.70681030,1898,126561,SEWER,PLUGGED CB-CLVRT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,PLUGGED CB-CLVRT,LG-28,1,2,13074622.894000,439843.282000
-84.55564780,42.70590458,1899,126562,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-05 00:00:00,N,SEW-WTR IN BSMNT,LG-28,1,2,13072568.194000,439517.732000
-84.59788783,42.69446899,1900,126566,SEWER,SEW-WTR IN BSMNT,2019-07-05 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,LG-31,3,2,13061203.870000,435378.651000
-84.52914121,42.74605807,1901,126567,SEWER,PLUGGED CB-CLVRT,2019-07-05 00:00:00,CLOSED,2019-07-12 00:00:00,N,PLUGGED CB-CLVRT,LG-10,1,2,13079720.633000,454135.866000
-84.57393324,42.74963462,1902,126569,SEWER,PLUGGED CB-CLVRT,2019-07-05 00:00:00,CLOSED,2019-07-12 00:00:00,N,PLUGGED CB-CLVRT,LG-08,4,2,13067692.835000,455465.678000
-84.56798634,42.74953489,1903,126571,SEWER,WATER ON ROAD,2019-07-05 00:00:00,CLOSED,2019-07-12 00:00:00,N,WATER ON ROAD,LG-08,4,2,13069289.975000,455425.458000
-84.58587710,42.70047680,1904,126574,SEWER,CAVE IN,2019-07-05 00:00:00,CLOSED,2019-07-15 00:00:00,N,CAVE IN,LG-30,3,2,13064438.295000,437559.409000
-84.59535220,42.68856407,1905,126582,SEWER,CB-MH COVER,2019-07-07 00:00:00,CLOSED,2019-07-12 00:00:00,N,CB-MH COVER,LG-31,3,2,13061879.654000,433224.890000
-84.56501507,42.71103639,1906,126583,SEWER,SEWER PROBLEM,2019-07-07 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEWER PROBLEM,LG-29,4,2,13070054.952000,441393.688000
-84.59390737,42.68794788,1907,126584,SEWER,SEW-WTR IN BSMNT,2019-07-07 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,LG-31,3,2,13062267.482000,432999.284000
-84.54618887,42.70782723,1908,126585,SEWER,SEW-WTR IN BSMNT,2019-07-07 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,LG-28,1,2,13075111.971000,440212.832000
-84.56111446,42.69379680,1909,126586,SEWER,WATER ON ROAD,2019-07-07 00:00:00,CLOSED,2019-08-02 00:00:00,N,WATER ON ROAD,LG-33,2,2,13071088.725000,435108.699000
-84.59049897,42.70450806,1910,126588,SEWER,WATER ON ROAD,2019-07-07 00:00:00,CLOSED,2019-07-12 00:00:00,N,WATER ON ROAD,LG-30,3,2,13063199.869000,439031.769000
-84.56310680,42.69023202,1911,126589,SEWER,WATER ON ROAD,2019-07-07 00:00:00,CLOSED,2019-08-02 00:00:00,N,WATER ON ROAD,LG-32,2,2,13070550.107000,433810.847000
-84.56343591,42.71291002,1912,126590,SEWER,WATER ON ROAD,2019-07-07 00:00:00,CLOSED,2019-08-02 00:00:00,N,WATER ON ROAD,LG-20,4,2,13070480.943000,442075.491000
-84.55564316,42.69746408,1913,126591,SEWER,SEWER PROBLEM,2019-07-07 00:00:00,CLOSED,2019-08-02 00:00:00,N,SEWER PROBLEM,LG-33,2,2,13072562.538000,436441.799000
-84.56392577,42.71274484,1914,126592,SEWER,SEW-WTR IN BSMNT,2019-07-07 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,LG-20,4,2,13070349.157000,442015.602000
-84.56048001,42.69349402,1915,126593,SEWER,SEW-WTR IN BSMNT,2019-07-07 00:00:00,CLOSED,2019-08-02 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13071259.026000,434997.965000
-84.55281480,42.69020273,1916,126594,SEWER,CB-MH COVER,2019-07-07 00:00:00,CLOSED,2019-07-12 00:00:00,N,CB-MH COVER,LG-33,2,2,13073316.971000,433793.886000
-84.53869126,42.70088940,1917,126595,SEWER,SEW-WTR IN BSMNT,2019-07-07 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,LG-27,2,2,13077121.883000,437680.300000
-84.56540076,42.71575398,1918,126596,SEWER,WATER ON ROAD,2019-07-07 00:00:00,CLOSED,2019-07-12 00:00:00,N,WATER ON ROAD,LG-20,4,2,13069955.355000,443113.141000
-84.56874591,42.74938097,1919,126620,SEWER,SEW-WTR IN BSMNT,2019-07-08 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,LG-08,4,2,13069085.833000,455369.853000
-84.52995112,42.66920378,1920,126623,SEWER,CB-MH COVER,2019-07-08 00:00:00,CLOSED,2019-07-12 00:00:00,N,CB-MH COVER,DI-03,2,2,13079448.774000,426128.595000
-84.59834537,42.70706266,1921,126624,SEWER,SEW-WTR IN BSMNT,2019-07-08 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,LG-30,3,2,13061093.502000,439968.434000
-84.57822324,42.70462225,1922,126625,SEWER,SEW-WTR IN BSMNT,2019-07-08 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,LG-29,3,2,13066499.403000,439064.853000
-84.57822324,42.70462225,1923,126631,SEWER,SEW-WTR IN BSMNT,2019-07-08 00:00:00,CLOSED,2019-07-08 00:00:00,N,SEW-WTR IN BSMNT,LG-29,3,2,13066499.403000,439064.853000
-84.54390032,42.70957691,1924,126632,SEWER,SEW-WTR IN BSMNT,2019-07-08 00:00:00,CLOSED,2019-07-09 00:00:00,N,SEW-WTR IN BSMNT,LG-28,1,2,13075728.390000,440849.156000
-84.57275718,42.73605990,1925,126645,SEWER,CAVE IN,2019-07-08 00:00:00,CLOSED,2019-07-12 00:00:00,N,CAVE IN,LG-17,4,2,13067996.595000,450517.907000
-84.57100117,42.71812214,1926,126648,SEWER,CAVE IN,2019-07-08 00:00:00,CLOSED,2019-07-12 00:00:00,N,CAVE IN,LG-20,4,2,13068452.464000,443979.763000
-84.54866454,42.75613971,1927,126652,SEWER,DRAINAGE PROBLEM,2019-07-08 00:00:00,CLOSED,2019-07-12 00:00:00,N,DRAINAGE PROBLEM,LG-04,1,2,13074484.664000,457820.624000
-84.53307854,42.72099826,1928,126658,SEWER,CAVE IN,2019-07-08 00:00:00,CLOSED,2019-07-12 00:00:00,N,CAVE IN,LG-22,1,2,13078645.025000,445005.461000
-84.59065189,42.70498690,1929,126660,SEWER,PLUGGED CB-CLVRT,2019-07-08 00:00:00,CLOSED,2019-07-12 00:00:00,N,PLUGGED CB-CLVRT,LG-30,3,2,13063159.233000,439206.379000
-84.53960896,42.74119037,1930,126676,SEWER,PLUGGED CB-CLVRT,2019-07-09 00:00:00,CLOSED,2019-07-15 00:00:00,N,PLUGGED CB-CLVRT,LG-10,1,2,13076905.380000,452367.542000
-84.58805080,42.69301247,1931,126683,SEWER,CB-MH COVER,2019-07-09 00:00:00,CLOSED,2019-07-12 00:00:00,N,CB-MH COVER,LG-31,3,2,13063846.865000,434840.750000
-84.55587655,42.73703932,1932,126699,SEWER,CAVE IN,2019-07-10 00:00:00,CLOSED,2019-07-12 00:00:00,N,CAVE IN,LG-16,4,2,13072532.211000,450864.187000
-84.59719791,42.68716372,1933,126709,SEWER,PLUGGED CB-CLVRT,2019-07-10 00:00:00,CLOSED,2019-07-12 00:00:00,N,PLUGGED CB-CLVRT,LG-31,3,2,13061382.046000,432715.921000
-84.59274447,42.70466432,1934,126710,SEWER,DRAINAGE PROBLEM,2019-07-10 00:00:00,CLOSED,2019-07-12 00:00:00,N,DRAINAGE PROBLEM,LG-30,3,2,13062596.484000,439090.327000
-84.59669074,42.69639648,1935,126714,SEWER,CB-MH COVER,2019-07-10 00:00:00,CLOSED,2019-07-12 00:00:00,N,CB-MH COVER,LG-31,3,2,13061527.591000,436080.195000
-84.55065993,42.73460255,1936,126715,SEWER,CAVE IN,2019-07-10 00:00:00,CLOSED,2019-07-12 00:00:00,N,CAVE IN,LG-16,4,2,13073931.643000,449973.055000
-84.55106984,42.73526423,1937,126724,SEWER,CAVE IN,2019-07-10 00:00:00,CLOSED,2019-07-15 00:00:00,N,CAVE IN,LG-16,4,2,13073822.050000,450214.432000
-84.54669996,42.68614929,1938,126727,SEWER,WATER ON ROAD,2019-07-10 00:00:00,CLOSED,2019-08-02 00:00:00,N,WATER ON ROAD,LG-33,2,2,13074957.717000,432313.138000
-84.54166283,42.70590047,1939,126731,SEWER,SEW-WTR IN BSMNT,2019-07-10 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,LG-27,2,2,13076326.943000,439508.110000
-84.58086626,42.68000036,1940,126742,SEWER,SEW-WTR IN BSMNT,2019-07-11 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,DI-05,3,2,13065766.195000,430093.825000
-84.55850031,42.72960222,1941,126745,SEWER,SEWER PROBLEM,2019-07-11 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEWER PROBLEM,LG-16,4,2,13071821.201000,448155.502000
-84.56534116,42.74058586,1942,126752,SEWER,CAVE IN,2019-07-11 00:00:00,CLOSED,2019-07-12 00:00:00,N,CAVE IN,LG-17,4,2,13069992.726000,452162.500000
-84.53811493,42.74527631,1943,126755,SEWER,SEW-WTR IN BSMNT,2019-07-11 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,LG-10,1,2,13077309.737000,453855.750000
-84.54409010,42.70936630,1944,126760,SEWER,SEW-WTR IN BSMNT,2019-07-11 00:00:00,CLOSED,2019-07-12 00:00:00,N,SEW-WTR IN BSMNT,LG-28,1,2,13075677.226000,440772.514000
-84.55378956,42.74346026,1945,126768,SEWER,CAVE IN,2019-07-12 00:00:00,CLOSED,2019-07-15 00:00:00,N,CAVE IN,LG-09,4,2,13073098.054000,453202.899000
-84.60117179,42.69922098,1946,126777,SEWER,SEW-WTR IN BSMNT,2019-07-12 00:00:00,CLOSED,2019-07-15 00:00:00,N,SEW-WTR IN BSMNT,LG-30,3,2,13060325.900000,437112.835000
-84.57095847,42.68516759,1947,126782,SEWER,CAVE IN,2019-07-12 00:00:00,CLOSED,2019-07-15 00:00:00,N,CAVE IN,LG-32,3,2,13068434.798000,431970.266000
-84.51252952,42.70005733,1948,126786,SEWER,DRAINAGE PROBLEM,2019-07-12 00:00:00,CLOSED,2019-08-05 00:00:00,N,DRAINAGE PROBLEM,LG-26,2,2,13084153.442000,437363.799000
-84.55855978,42.69324532,1949,126796,SEWER,SEWER ODOR,2019-07-15 00:00:00,CLOSED,2019-08-02 00:00:00,N,SEWER ODOR,LG-33,2,2,13071775.024000,434906.150000
-84.57921506,42.75610397,1950,126797,SEWER,CAVE IN,2019-07-15 00:00:00,CLOSED,2019-07-16 00:00:00,N,CAVE IN,LG-05,4,2,13066280.189000,457826.821000
-84.52386498,42.69365904,1951,126809,SEWER,DRAINAGE PROBLEM,2019-07-15 00:00:00,CLOSED,2019-07-16 00:00:00,N,DRAINAGE PROBLEM,LG-34,2,2,13081102.158000,435037.582000
-84.54467935,42.69968114,1952,126812,SEWER,PLUGGED CB-CLVRT,2019-07-15 00:00:00,CLOSED,2019-07-17 00:00:00,N,PLUGGED CB-CLVRT,LG-28,2,2,13075511.398000,437243.326000
-84.49860823,42.68284882,1953,126824,SEWER,CAVE IN,2019-07-16 00:00:00,CLOSED,2019-08-05 00:00:00,N,CAVE IN,LG-36, ,2,13087885.605000,431086.407000
-84.55054510,42.71294038,1954,126827,SEWER,DRAINAGE PROBLEM,2019-07-16 00:00:00,CLOSED,2019-07-16 00:00:00,N,DRAINAGE PROBLEM,LG-21,1,2,13073945.250000,442078.722000
-84.57144614,42.76366014,1955,126850,SEWER,WATER ON ROAD,2019-07-17 00:00:00,CLOSED,2019-07-17 00:00:00,N,WATER ON ROAD,LG-05,4,2,13068373.256000,460575.332000
-84.54658804,42.73985757,1956,126853,SEWER,PLUGGED CB-CLVRT,2019-07-17 00:00:00,CLOSED,2019-07-17 00:00:00,N,PLUGGED CB-CLVRT,LG-16,1,2,13075029.635000,451885.765000
-84.54806972,42.71014179,1957,126855,SEWER,CAVE IN,2019-07-17 00:00:00,CLOSED,2019-07-17 00:00:00,N,CAVE IN,LG-28,1,2,13074608.288000,441057.401000
-84.58625916,42.66741931,1958,126857,SEWER,WATER ON ROAD,2019-07-17 00:00:00,CLOSED,2019-07-18 00:00:00,N,WATER ON ROAD,DI-07,3,2,13064304.179000,425512.724000
-84.50856266,42.75364890,1959,126859,SEWER,SEW-WTR IN BSMNT,2019-07-17 00:00:00,CLOSED,2019-07-18 00:00:00,N,SEW-WTR IN BSMNT,LG-11,1,2,13085252.634000,456892.186000
-84.57237310,42.71294046,1960,126861,SEWER,CAVE IN,2019-07-17 00:00:00,CLOSED,2019-07-18 00:00:00,N,CAVE IN,LG-20,4,2,13068079.188000,442092.322000
-84.56872469,42.75538981,1961,126868,SEWER,SEW-WTR IN BSMNT,2019-07-18 00:00:00,CLOSED,2019-07-25 00:00:00,N,SEW-WTR IN BSMNT,LG-08,4,2,13069096.790000,457559.626000
-84.56743837,42.70076817,1962,126898,SEWER,CAVE IN,2019-07-19 00:00:00,CLOSED,2019-07-22 00:00:00,N,CAVE IN,LG-29,3,2,13069394.770000,437653.231000
-84.57144614,42.76366014,1963,126935,SEWER,WATER ON ROAD,2019-07-22 00:00:00,CLOSED,2019-07-25 00:00:00,N,WATER ON ROAD,LG-05,4,2,13068373.256000,460575.332000
-84.51402191,42.75867279,1964,126936,SEWER,SEW-WTR IN BSMNT,2019-07-22 00:00:00,CLOSED,2019-07-25 00:00:00,N,SEW-WTR IN BSMNT,LG-02,1,2,13083789.680000,458725.551000
-84.60229349,42.70584219,1965,126945,SEWER,DRAINAGE PROBLEM,2019-07-22 00:00:00,CLOSED,2019-07-23 00:00:00,N,DRAINAGE PROBLEM,LG-30,3,2,13060031.141000,439526.609000
-84.56721286,42.72552708,1966,127024,SEWER,SEWER PROBLEM,2019-07-23 00:00:00,CLOSED,2019-07-26 00:00:00,N,SEWER PROBLEM,LG-20,4,2,13069476.879000,446675.870000
-84.45540022,42.69138887,1967,127026,SEWER,ILLICIT DISCHARGE,2019-07-23 00:00:00,CLOSED,2019-08-13 00:00:00,N,ILLICIT DISCHARGE,ME-32,MR,2,13099506.268000,434183.394000
-84.52459014,42.73059691,1968,127028,SEWER,DRAINAGE PROBLEM,2019-07-23 00:00:00,CLOSED,2019-07-24 00:00:00,N,DRAINAGE PROBLEM,LG-15,1,2,13080932.468000,448499.073000
-84.58952168,42.71499855,1969,127030,SEWER,WATER ON ROAD,2019-07-23 00:00:00,CLOSED,2019-07-25 00:00:00,N,WATER ON ROAD,LG-19,4,2,13063472.661000,442854.075000
-84.56328224,42.73635875,1970,127042,SEWER,CAVE IN,2019-07-24 00:00:00,CLOSED,2019-07-25 00:00:00,N,CAVE IN,LG-17,4,2,13070542.197000,450620.726000
-84.58741038,42.66917390,1971,127046,SEWER,CB-MH COVER,2019-07-24 00:00:00,CLOSED,2019-08-02 00:00:00,N,CB-MH COVER,DI-07,3,2,13063996.249000,426152.948000
-84.59997472,42.74300468,1972,127047,SEWER,SEWER PROBLEM,2019-07-24 00:00:00,CLOSED,2019-07-25 00:00:00,N,SEWER PROBLEM,LG-07, ,2,13060691.886000,453067.847000
-84.58436414,42.66990982,1973,127065,SEWER,SEWER ODOR,2019-07-25 00:00:00,CLOSED,2019-07-25 00:00:00,N,SEWER ODOR,DI-06,3,2,13064816.165000,426419.000000
-84.55236663,42.72984015,1974,127075,SEWER,CAVE IN,2019-07-25 00:00:00,CLOSED,2019-08-02 00:00:00,N,CAVE IN,LG-16,4,2,13073469.316000,448238.516000
-84.59073174,42.73889093,1975,127082,SEWER,SEW-WTR IN BSMNT,2019-07-25 00:00:00,CLOSED,2019-07-26 00:00:00,N,SEW-WTR IN BSMNT,LG-18, ,2,13063170.654000,451561.945000
-84.58458839,42.69515505,1976,127102,SEWER,ILLICIT DISCHARGE,2019-07-26 00:00:00,CLOSED,2019-10-29 00:00:00,N,ILLICIT DISCHARGE,LG-31,3,2,13064779.672000,435619.130000
-84.55389741,42.73127781,1977,127104,SEWER,CAVE IN,2019-07-26 00:00:00,CLOSED,2019-08-02 00:00:00,N,CAVE IN,LG-16,4,2,13073059.212000,448763.348000
-84.56052915,42.68742751,1978,127115,SEWER,SEWER ODOR,2019-07-29 00:00:00,CLOSED,2019-07-31 00:00:00,N,SEWER ODOR,LG-33,2,2,13071240.726000,432787.208000
-84.54703524,42.72315048,1979,127123,SEWER,SEWER ODOR,2019-07-29 00:00:00,CLOSED,2019-07-30 00:00:00,N,SEWER ODOR,LG-21,1,2,13074896.464000,445797.509000
-84.52344602,42.68291577,1980,127155,SEWER,WATER ON ROAD,2019-07-30 00:00:00,CLOSED,2019-08-02 00:00:00,N,WATER ON ROAD,DI-02,2,2,13081207.494000,431122.256000
-84.55646478,42.73936300,1981,127158,SEWER,CAVE IN,2019-07-30 00:00:00,CLOSED,2019-08-02 00:00:00,N,CAVE IN,LG-16,4,2,13072376.102000,451711.355000
-84.57899345,42.68310418,1982,127159,SEWER,SEW-WTR IN BSMNT,2019-07-30 00:00:00,CLOSED,2019-07-31 00:00:00,N,SEW-WTR IN BSMNT,LG-32,3,2,13066272.613000,431223.654000
-84.59756292,42.67122857,1983,127173,SEWER,SEW-WTR IN BSMNT,2019-07-31 00:00:00,CLOSED,2019-07-31 00:00:00,N,SEW-WTR IN BSMNT,DI-06,3,2,13061267.984000,426909.040000
-84.56217603,42.71561512,1984,127182,SEWER,SEW-WTR IN BSMNT,2019-07-31 00:00:00,CLOSED,2019-08-01 00:00:00,N,SEW-WTR IN BSMNT,LG-21,4,2,13070821.814000,443060.509000
-84.56734024,42.73273332,1985,127194,SEWER,SEW-WTR IN BSMNT,2019-08-01 00:00:00,CLOSED,2019-08-02 00:00:00,N,SEW-WTR IN BSMNT,LG-17,4,2,13069448.913000,449302.097000
-84.59147365,42.70473331,1986,127205,SEWER,DRAINAGE PROBLEM,2019-08-01 00:00:00,CLOSED,2019-08-01 00:00:00,N,DRAINAGE PROBLEM,LG-30,3,2,13062938.117000,439114.554000
-84.53952083,42.68291899,1987,127208,SEWER,DRAINAGE PROBLEM,2019-08-01 00:00:00,CLOSED,2019-08-02 00:00:00,N,DRAINAGE PROBLEM,DI-03,2,2,13076885.456000,431131.889000
-84.53730583,42.73353007,1988,127219,SEWER,CAVE IN,2019-08-02 00:00:00,CLOSED,2019-08-05 00:00:00,N,CAVE IN,LG-15,1,2,13077518.384000,449574.660000
-84.54671604,42.70621209,1989,127222,SEWER,SEWER ODOR,2019-08-02 00:00:00,CLOSED,2019-08-02 00:00:00,N,SEWER ODOR,LG-28,2,2,13074969.030000,439624.536000
-84.52334315,42.70123698,1990,127260,SEWER,CAVE IN,2019-08-05 00:00:00,CLOSED,2019-08-06 00:00:00,N,CAVE IN,LG-27,2,2,13081247.578000,437798.914000
-84.51348219,42.68743632,1991,127261,SEWER,DRAINAGE PROBLEM,2019-08-05 00:00:00,CLOSED,2019-08-06 00:00:00,N,DRAINAGE PROBLEM,LG-35,2,2,13083889.346000,432764.826000
-84.55008955,42.73352329,1992,127266,SEWER,SEW-WTR IN BSMNT,2019-08-06 00:00:00,CLOSED,2019-08-06 00:00:00,N,SEW-WTR IN BSMNT,LG-16,4,2,13074084.016000,449579.409000
-84.54882374,42.73327610,1993,127267,SEWER,SEW-WTR IN BSMNT,2019-08-06 00:00:00,CLOSED,2019-08-07 00:00:00,N,SEW-WTR IN BSMNT,LG-16,1,2,13074423.883000,449488.589000
-84.57362610,42.71701774,1994,127277,SEWER,CAVE IN,2019-08-07 00:00:00,CLOSED,2019-08-08 00:00:00,N,CAVE IN,LG-20,4,2,13067746.109000,443579.014000
-84.59922621,42.68713509,1995,127281,SEWER,SEW-WTR IN BSMNT,2019-08-07 00:00:00,CLOSED,2019-08-08 00:00:00,N,SEW-WTR IN BSMNT,LG-31,3,2,13060836.704000,432706.989000
-84.55073423,42.73464185,1996,127284,SEWER,CAVE IN,2019-08-07 00:00:00,CLOSED,2019-08-08 00:00:00,N,CAVE IN,LG-16,4,2,13073911.715000,449987.423000
-84.54315995,42.72876773,1997,127289,SEWER,CAVE IN,2019-08-07 00:00:00,CLOSED,2019-08-08 00:00:00,N,CAVE IN,LG-16,1,2,13075942.031000,447842.376000
-84.56003537,42.73133137,1998,127294,SEWER,CAVE IN,2019-08-07 00:00:00,CLOSED,2019-08-08 00:00:00,N,CAVE IN,LG-16,4,2,13071410.225000,448786.594000
-84.60884023,42.69725148,1999,127318,SEWER,SEWER ODOR,2019-08-08 00:00:00,CLOSED,2019-08-09 00:00:00,N,SEWER ODOR,DA-36,3,2,13058262.565000,436400.937000
-84.56052915,42.68742751,2000,127319,SEWER,SEWER ODOR,2019-08-08 00:00:00,CLOSED,2019-08-13 00:00:00,N,SEWER ODOR,LG-33,2,2,13071240.726000,432787.208000
-84.51735095,42.75578522,2001,127321,SEWER,CB-MH COVER,2019-08-08 00:00:00,CLOSED,2019-08-09 00:00:00,N,CB-MH COVER,LG-02,1,2,13082893.806000,457674.822000
-84.54486456,42.76927104,2002,127361,SEWER,DRAINAGE PROBLEM,2019-08-12 00:00:00,CLOSED,2019-08-13 00:00:00,N,DRAINAGE PROBLEM,LG-04,1,2,13075515.291000,462603.867000
-84.51369348,42.70193842,2003,127363,SEWER,DRAINAGE PROBLEM,2019-08-12 00:00:00,CLOSED,2019-08-13 00:00:00,N,DRAINAGE PROBLEM,LG-26,2,2,13083841.770000,438049.861000
