XCoord,YCoord,FID,REQUESTID,REQCAT,DESC,DATEINIT,STATUS,DATECLOSED,CANCEL,PROBCODE,SHOP,TILENO,DOMAINID,SRX,SRY
-84.58596857,42.76050626,322,114634,SEWER,SEW-WTR IN BSMNT,2018-01-18 00:00:00,CLOSED,2018-01-29 00:00:00,N,SEW-WTR IN BSMNT,LG-06,4,2,13064470.690000,459435.790000
-84.50972056,42.74010996,323,114649,SEWER,SEW-WTR IN BSMNT,2018-01-18 00:00:00,CLOSED,2018-02-02 00:00:00,N,SEW-WTR IN BSMNT,LG-14, ,2,13084933.280000,451958.744000
-84.57868916,42.67912058,324,114662,SEWER,DRAINAGE PROBLEM,2018-01-18 00:00:00,CLOSED,2018-02-02 00:00:00,N,DRAINAGE PROBLEM,DI-05,3,2,13066350.770000,429771.730000
-84.53369355,42.68105529,325,114686,SEWER,SEW-WTR IN BSMNT,2018-01-19 00:00:00,CLOSED,2018-01-22 00:00:00,N,SEW-WTR IN BSMNT,DI-03,2,2,13078450.890000,430449.550000
-84.55695006,42.65894912,326,114691,SEWER,SEW-WTR IN BSMNT,2018-01-19 00:00:00,CLOSED,2018-01-22 00:00:00,N,SEW-WTR IN BSMNT,DI-09,2,2,13072179.510000,422406.800000
-84.57495599,42.70489637,327,114695,SEWER,SEW-WTR IN BSMNT,2018-01-22 00:00:00,CLOSED,2018-02-02 00:00:00,N,SEW-WTR IN BSMNT,LG-29,3,2,13067377.810000,439162.560000
-84.57197998,42.76532607,328,114696,SEWER,SEW-WTR IN BSMNT,2018-01-22 00:00:00,CLOSED,2018-02-02 00:00:00,N,SEW-WTR IN BSMNT,LG-05,4,2,13068231.390000,461182.790000
-84.55028976,42.70253362,329,114697,SEWER,SEW-WTR IN BSMNT,2018-01-22 00:00:00,CLOSED,2018-02-02 00:00:00,N,SEW-WTR IN BSMNT,LG-28,2,2,13074005.600000,438286.080000
-84.55984819,42.69589239,330,114700,SEWER,SEW-WTR IN BSMNT,2018-01-22 00:00:00,CLOSED,2018-02-02 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13071430.880000,435871.600000
-84.58695349,42.75680928,331,114708,SEWER,SEW-WTR IN BSMNT,2018-01-22 00:00:00,CLOSED,2018-01-25 00:00:00,N,SEW-WTR IN BSMNT,LG-06,4,2,13064202.680000,458089.200000
-84.55028976,42.70253362,332,114721,SEWER,SEW-WTR IN BSMNT,2018-01-23 00:00:00,CLOSED,2018-01-25 00:00:00,N,SEW-WTR IN BSMNT,LG-28,2,2,13074005.600000,438286.080000
-84.57956716,42.69070036,333,114722,SEWER,SEW-WTR IN BSMNT,2018-01-23 00:00:00,CLOSED,2018-01-25 00:00:00,N,SEW-WTR IN BSMNT,LG-32,3,2,13066125.360000,433992.280000
-84.54368575,42.69040661,334,114737,SEWER,SEWER PROBLEM,2018-01-23 00:00:00,CLOSED,2018-01-25 00:00:00,N,SEWER PROBLEM,LG-33,2,2,13075771.370000,433862.890000
-84.56864087,42.74770342,335,114738,SEWER,SEW-WTR IN BSMNT,2018-01-23 00:00:00,CLOSED,2018-01-25 00:00:00,N,SEW-WTR IN BSMNT,LG-08,4,2,13069112.580000,454758.440000
-84.50687973,42.74633166,336,114739,SEWER,SEW-WTR IN BSMNT,2018-01-23 00:00:00,CLOSED,2018-01-25 00:00:00,N,SEW-WTR IN BSMNT,LG-11,1,2,13085700.170000,454224.820000
-84.55849456,42.70302988,337,114747,SEWER,WATER ON ROAD,2018-01-24 00:00:00,CLOSED,2018-01-25 00:00:00,N,WATER ON ROAD,LG-28,2,2,13071800.680000,438471.850000
-84.55103555,42.74349295,338,114752,SEWER,CB-MH COVER,2018-01-24 00:00:00,CLOSED,2018-01-29 00:00:00,N,CB-MH COVER,LG-09,4,2,13073837.830000,453213.180000
-84.57684351,42.74668675,339,114759,SEWER,SEWER PROBLEM,2018-01-24 00:00:00,CLOSED,2018-01-25 00:00:00,N,SEWER PROBLEM,LG-08,4,2,13066908.510000,454393.330000
-84.52573051,42.72835863,340,114760,SEWER,SEW-WTR IN BSMNT,2018-01-24 00:00:00,CLOSED,2018-01-25 00:00:00,N,SEW-WTR IN BSMNT,LG-15,1,2,13080624.550000,447683.960000
-84.57684351,42.74668675,341,114762,SEWER,SEW-WTR IN BSMNT,2018-01-24 00:00:00,CLOSED,2018-01-25 00:00:00,N,SEW-WTR IN BSMNT,LG-08,4,2,13066908.510000,454393.330000
-84.54571691,42.76811151,342,114763,SEWER,CAVE IN,2018-01-24 00:00:00,CLOSED,2018-01-25 00:00:00,N,CAVE IN,LG-04,1,2,13075285.540000,462181.790000
-84.56348530,42.74903812,343,114777,SEWER,CB-MH COVER,2018-01-25 00:00:00,CLOSED,2018-01-25 00:00:00,N,CB-MH COVER,LG-08,4,2,13070498.450000,455241.560000
-84.55046641,42.68879849,344,114779,SEWER,CB-MH COVER,2018-01-25 00:00:00,CLOSED,2018-01-25 00:00:00,N,CB-MH COVER,LG-33,2,2,13073947.190000,433280.760000
-84.55141760,42.68504946,345,114781,SEWER,SEW-WTR IN BSMNT,2018-01-25 00:00:00,CLOSED,2018-01-25 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13073688.470000,431915.080000
-84.57878088,42.74269513,346,114786,SEWER,SEWER PROBLEM,2018-01-25 00:00:00,CLOSED,2018-01-25 00:00:00,N,SEWER PROBLEM,LG-08,4,2,13066384.480000,452939.980000
-84.52345369,42.67607729,347,114805,SEWER,CAVE IN,2018-01-26 00:00:00,CLOSED,2018-01-26 00:00:00,N,CAVE IN,DI-02,2,2,13081200.790000,428630.150000
-84.52957459,42.74465664,348,114806,SEWER,SEW-WTR IN BSMNT,2018-01-26 00:00:00,CLOSED,2018-01-26 00:00:00,N,SEW-WTR IN BSMNT,LG-10,1,2,13079603.240000,453625.370000
-84.51544580,42.73869900,349,114818,SEWER,SEW-WTR IN BSMNT,2018-01-29 00:00:00,CLOSED,2018-01-29 00:00:00,N,SEW-WTR IN BSMNT,LG-14,1,2,13083394.440000,451447.220000
-84.55113281,42.74368836,350,114823,SEWER,SEW-WTR IN BSMNT,2018-01-29 00:00:00,CLOSED,2018-01-29 00:00:00,N,SEW-WTR IN BSMNT,LG-09,4,2,13073811.860000,453284.450000
-84.56145893,42.70579492,351,114825,SEWER,SEWER PROBLEM,2018-01-29 00:00:00,CLOSED,2018-02-01 00:00:00,N,SEWER PROBLEM,LG-28,4,2,13071006.240000,439481.330000
-84.57658254,42.76685427,352,114828,SEWER,CB-MH COVER,2018-01-29 00:00:00,CLOSED,2018-01-31 00:00:00,N,CB-MH COVER,LG-05,4,2,13066996.930000,461742.760000
-84.53362568,42.70644798,353,114829,SEWER,SEW-WTR IN BSMNT,2018-01-29 00:00:00,CLOSED,2018-01-31 00:00:00,N,SEW-WTR IN BSMNT,LG-27,2,2,13078487.490000,439703.250000
-84.53632445,42.68806998,354,114830,SEWER,PLUGGED CB-CLVRT,2018-01-29 00:00:00,CLOSED,2018-01-31 00:00:00,N,PLUGGED CB-CLVRT,LG-34,2,2,13077748.650000,433007.290000
-84.56223355,42.69460244,355,114831,SEWER,DRAINAGE PROBLEM,2018-01-29 00:00:00,CLOSED,2018-01-31 00:00:00,N,DRAINAGE PROBLEM,LG-33,2,2,13070788.570000,435402.990000
-84.51346360,42.72644447,356,114836,SEWER,SEWER PROBLEM,2018-01-30 00:00:00,CLOSED,2018-02-02 00:00:00,N,SEWER PROBLEM,LG-14, ,2,13083919.130000,446980.400000
-84.56689604,42.69784295,357,114840,SEWER,SEWER ODOR,2018-01-30 00:00:00,CLOSED,2018-01-31 00:00:00,N,SEWER ODOR,LG-29,3,2,13069538.010000,436586.860000
-84.55624351,42.68637705,358,114841,SEWER,DRAINAGE PROBLEM,2018-01-30 00:00:00,CLOSED,2018-01-31 00:00:00,N,DRAINAGE PROBLEM,LG-33,2,2,13072392.060000,432401.770000
-84.53770416,42.70950899,359,114842,SEWER,SEW-WTR IN BSMNT,2018-01-30 00:00:00,CLOSED,2018-01-31 00:00:00,N,SEW-WTR IN BSMNT,LG-27,2,2,13077393.590000,440820.960000
-84.56526079,42.70962246,360,114878,SEWER,CB-MH COVER,2018-02-01 00:00:00,CLOSED,2018-02-01 00:00:00,N,CB-MH COVER,LG-29,4,2,13069987.700000,440878.570000
-84.55724855,42.71459806,361,114883,SEWER,SEW-WTR IN BSMNT,2018-02-01 00:00:00,CLOSED,2018-02-01 00:00:00,N,SEW-WTR IN BSMNT,LG-21,4,2,13072145.130000,442686.830000
-84.54271269,42.76967613,362,114887,SEWER,SEWER PROBLEM,2018-02-01 00:00:00,CLOSED,2018-02-02 00:00:00,N,SEWER PROBLEM, , ,2,13076093.370000,462750.280000
-84.57836573,42.74269186,363,114892,SEWER,SEW-WTR IN BSMNT,2018-02-02 00:00:00,CLOSED,2018-02-02 00:00:00,N,SEW-WTR IN BSMNT,LG-08,4,2,13066495.990000,452938.510000
-84.56952992,42.67620749,364,114922,SEWER,SEW-WTR IN BSMNT,2018-02-05 00:00:00,CLOSED,2018-02-06 00:00:00,N,SEW-WTR IN BSMNT,DI-05,3,2,13068811.010000,428704.060000
-84.55415487,42.68922197,365,114925,SEWER,SEWER PROBLEM,2018-02-05 00:00:00,CLOSED,2018-02-06 00:00:00,N,SEWER PROBLEM,LG-33,2,2,13072955.910000,433437.270000
-84.55415487,42.68922197,366,114927,SEWER,SEWER PROBLEM,2018-02-05 00:00:00,CLOSED,2018-02-06 00:00:00,N,SEWER PROBLEM,LG-33,2,2,13072955.910000,433437.270000
-84.60054811,42.69254935,367,114933,SEWER,CB-MH COVER,2018-02-06 00:00:00,CLOSED,2018-02-06 00:00:00,N,CB-MH COVER,LG-31,3,2,13060486.790000,434681.060000
-84.53459212,42.72261165,368,114938,SEWER,SEWER PROBLEM,2018-02-06 00:00:00,CLOSED,2018-02-07 00:00:00,N,SEWER PROBLEM,LG-22,1,2,13078239.490000,445594.230000
-84.56959265,42.70615968,369,114975,SEWER,SEW-WTR IN BSMNT,2018-02-07 00:00:00,CLOSED,2018-02-08 00:00:00,N,SEW-WTR IN BSMNT,LG-29,4,2,13068820.450000,439619.420000
-84.56495520,42.72979419,370,115005,SEWER,SEW-WTR IN BSMNT,2018-02-08 00:00:00,CLOSED,2018-02-08 00:00:00,N,SEW-WTR IN BSMNT,LG-17,4,2,13070087.140000,448229.480000
-84.53041814,42.73550055,371,115020,SEWER,CB-MH COVER,2018-02-08 00:00:00,CLOSED,2018-02-09 00:00:00,N,CB-MH COVER,LG-15,1,2,13079370.170000,450289.080000
-84.54544883,42.70448463,372,115059,SEWER,SEW-WTR IN BSMNT,2018-02-09 00:00:00,CLOSED,2018-02-12 00:00:00,N,SEW-WTR IN BSMNT,LG-28,2,2,13075308.280000,438994.280000
-84.57158627,42.73220889,373,115065,SEWER,CAVE IN,2018-02-10 00:00:00,CLOSED,2018-02-12 00:00:00,N,CAVE IN,LG-17,4,2,13068307.732000,449113.727000
-84.54626810,42.70969407,374,115085,SEWER,SEW-WTR IN BSMNT,2018-02-12 00:00:00,CLOSED,2018-02-12 00:00:00,N,SEW-WTR IN BSMNT,LG-28,1,2,13075092.130000,440893.200000
-84.57609862,42.71368818,375,115111,SEWER,CB-MH COVER,2018-02-12 00:00:00,CLOSED,2018-02-12 00:00:00,N,CB-MH COVER,LG-20,4,2,13067078.670000,442367.280000
-84.54186501,42.67538412,376,115114,SEWER,SEWER PROBLEM,2018-02-12 00:00:00,CLOSED,2018-02-12 00:00:00,N,SEWER PROBLEM,DI-03,2,2,13076249.460000,428387.300000
-84.52032430,42.74532440,377,115120,SEWER,SEW-WTR IN BSMNT,2018-02-12 00:00:00,CLOSED,2018-02-13 00:00:00,N,SEW-WTR IN BSMNT,LG-11, ,2,13082088.340000,453864.050000
-84.53563639,42.69011704,378,115124,SEWER,CB-MH COVER,2018-02-12 00:00:00,CLOSED,2018-02-13 00:00:00,N,CB-MH COVER,LG-34,2,2,13077935.130000,433752.920000
-84.55646846,42.74791841,379,115222,SEWER,DRAINAGE PROBLEM,2018-02-14 00:00:00,CLOSED,2018-02-14 00:00:00,N,DRAINAGE PROBLEM,LG-09,4,2,13072382.140000,454829.180000
-84.55118149,42.74847738,380,115261,SEWER,DRAINAGE PROBLEM,2018-02-15 00:00:00,CLOSED,2018-02-16 00:00:00,N,DRAINAGE PROBLEM,LG-09,4,2,13073802.610000,455029.730000
-84.51289258,42.74196792,381,115265,SEWER,CAVE IN,2018-02-15 00:00:00,CLOSED,2018-02-16 00:00:00,N,CAVE IN,LG-11, ,2,13084082.380000,452637.300000
-84.59233618,42.69906011,382,115273,SEWER,SEW-WTR IN BSMNT,2018-02-16 00:00:00,CLOSED,2018-02-26 00:00:00,N,SEW-WTR IN BSMNT,LG-30,3,2,13062700.750000,437047.720000
-84.55570281,42.68362522,383,115277,SEWER,DRAINAGE PROBLEM,2018-02-16 00:00:00,CLOSED,2018-02-16 00:00:00,N,DRAINAGE PROBLEM,LG-33,2,2,13072535.180000,431398.610000
-84.54224876,42.69500313,384,115280,SEWER,SEW-WTR IN BSMNT,2018-02-16 00:00:00,CLOSED,2018-02-16 00:00:00,N,SEW-WTR IN BSMNT,LG-34,2,2,13076161.180000,435537.170000
-84.58705021,42.70276597,385,115291,SEWER,SEW-WTR IN BSMNT,2018-02-16 00:00:00,CLOSED,2018-02-19 00:00:00,N,SEW-WTR IN BSMNT,LG-30,3,2,13064125.154000,438394.461000
-84.55984819,42.69589239,386,115292,SEWER,SEWER ODOR,2018-02-16 00:00:00,CLOSED,2018-02-19 00:00:00,N,SEWER ODOR,LG-33,2,2,13071430.880000,435871.600000
-84.52533111,42.72061670,387,115306,SEWER,DRAINAGE PROBLEM,2018-02-19 00:00:00,CLOSED,2018-02-19 00:00:00,N,DRAINAGE PROBLEM,LG-22,1,2,13080726.540000,444862.390000
-84.56338651,42.69666695,388,115314,SEWER,SEWER PROBLEM,2018-02-19 00:00:00,CLOSED,2018-02-20 00:00:00,N,SEWER PROBLEM,LG-32,2,2,13070480.390000,436156.070000
-84.56078285,42.67230886,389,115332,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-20 00:00:00,N,SEW-WTR IN BSMNT,DI-04,2,2,13071159.814000,427277.761000
-84.59874787,42.72871824,390,115333,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-22 00:00:00,N,SEW-WTR IN BSMNT,LG-18, ,2,13061007.080000,447860.580000
-84.52166244,42.72914293,391,115334,SEWER,DRAINAGE PROBLEM,2018-02-20 00:00:00,CLOSED,2018-02-23 00:00:00,N,DRAINAGE PROBLEM,LG-14,1,2,13081718.060000,447967.740000
-84.59946226,42.72703677,392,115335,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-18, ,2,13060813.450000,447248.340000
-84.52370864,42.75615752,393,115336,SEWER,WATER ON ROAD,2018-02-20 00:00:00,CLOSED,2018-02-23 00:00:00,N,WATER ON ROAD,LG-03, ,2,13081186.670000,457813.620000
-84.55140411,42.68851588,394,115337,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13073694.870000,433178.320000
-84.57422621,42.72982329,395,115339,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-17,4,2,13067596.350000,448246.090000
-84.59651296,42.68283583,396,115340,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-22 00:00:00,N,SEW-WTR IN BSMNT,DI-06,3,2,13061561.890000,431138.230000
-84.60016858,42.72680403,397,115341,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-18, ,2,13060623.440000,447164.050000
-84.54151188,42.71999435,398,115342,SEWER,CB-MH COVER,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,CB-MH COVER,LG-22,1,2,13076378.180000,444644.200000
-84.57058551,42.73965970,399,115343,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-17,4,2,13068583.170000,451828.350000
-84.56111135,42.69396192,400,115345,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13071089.700000,435168.870000
-84.59164352,42.70499047,401,115346,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-30,3,2,13062892.710000,439208.390000
-84.51391909,42.74224528,402,115347,SEWER,CB-MH COVER,2018-02-20 00:00:00,CLOSED,2018-02-23 00:00:00,N,CB-MH COVER,LG-11,1,2,13083806.820000,452738.860000
-84.53987224,42.69336154,403,115348,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-34,2,2,13076798.800000,434937.610000
-84.60121401,42.72756753,404,115349,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-18, ,2,13060343.330000,447443.070000
-84.55857275,42.69501722,405,115350,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-23 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13071773.010000,435551.880000
-84.54709199,42.69793278,406,115351,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-22 00:00:00,N,SEW-WTR IN BSMNT,LG-28,2,2,13074861.520000,436607.560000
-84.57521660,42.70606596,407,115354,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-22 00:00:00,N,SEW-WTR IN BSMNT,LG-29,4,2,13067308.820000,439588.960000
-127.91419264,32.02636835,408,115355,SEWER,DRAINAGE PROBLEM,2018-02-20 00:00:00,CLOSED,2018-02-26 00:00:00,N,DRAINAGE PROBLEM, , ,2,0.000000,0.000000
-84.56197280,42.73520714,409,115356,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-23 00:00:00,N,SEW-WTR IN BSMNT,LG-16,4,2,13070892.990000,450200.230000
-84.55915187,42.69657519,410,115357,SEWER,WATER ON ROAD,2018-02-20 00:00:00,CLOSED,2018-02-23 00:00:00,N,WATER ON ROAD,LG-33,2,2,13071618.630000,436120.000000
-84.51917667,42.73884843,411,115358,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-23 00:00:00,N,SEW-WTR IN BSMNT,LG-14,1,2,13082392.320000,451503.470000
-84.57144650,42.76382851,412,115359,SEWER,WATER ON ROAD,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,WATER ON ROAD,LG-05,4,2,13068373.310000,460636.690000
-84.56631419,42.74785283,413,115360,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-08,4,2,13069737.630000,454811.400000
-84.59024162,42.73931106,414,115363,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-18, ,2,13063302.720000,451714.700000
-84.56338651,42.69666695,415,115364,SEWER,CB-MH COVER,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,CB-MH COVER,LG-32,2,2,13070480.390000,436156.070000
-84.58807791,42.71025333,416,115365,SEWER,CB-MH COVER,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,CB-MH COVER,LG-30,3,2,13063856.100000,441123.770000
-84.58984594,42.73974635,417,115366,SEWER,CB-MH COVER,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,CB-MH COVER,LG-18, ,2,13063409.430000,451873.050000
-84.58519272,42.70823480,418,115367,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-30,3,2,13064629.590000,440386.140000
-84.56120093,42.68711070,419,115368,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13071059.850000,432672.170000
-84.58962572,42.73673572,420,115369,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-18, ,2,13063465.680000,450775.740000
-84.56161790,42.69093160,421,115370,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13070950.970000,434064.860000
-84.59403741,42.76350231,422,115371,SEWER,DRAINAGE PROBLEM,2018-02-20 00:00:00,CLOSED,2018-02-27 00:00:00,N,DRAINAGE PROBLEM,LG-06,4,2,13062306.880000,460533.380000
-84.59350393,42.76332808,423,115372,SEWER,DRAINAGE PROBLEM,2018-02-20 00:00:00,CLOSED,2018-03-02 00:00:00,N,DRAINAGE PROBLEM,LG-06,4,2,13062449.960000,460469.500000
-84.56033836,42.69400201,424,115373,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-26 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13071297.530000,435183.000000
-84.56223916,42.69360903,425,115374,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13070786.220000,435040.970000
-84.57393745,42.70917987,426,115376,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-27 00:00:00,N,SEW-WTR IN BSMNT,LG-29,4,2,13067655.410000,440722.900000
-84.56019402,42.74499629,427,115377,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-09,4,2,13071379.050000,453766.560000
-84.56113107,42.73547340,428,115378,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-16,4,2,13071119.340000,450296.740000
-84.59899197,42.68803993,429,115380,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-22 00:00:00,N,SEW-WTR IN BSMNT,LG-31,3,2,13060900.590000,433036.560000
-84.55934372,42.69426440,430,115381,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-26 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13071565.130000,435278.010000
-84.59843947,42.72936745,431,115382,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-22 00:00:00,N,SEW-WTR IN BSMNT,LG-18, ,2,13061090.590000,448096.940000
-84.55828147,42.71375046,432,115383,SEWER,WATER ON ROAD,2018-02-20 00:00:00,CLOSED,2018-02-27 00:00:00,N,WATER ON ROAD,LG-21,4,2,13071866.847000,442378.573000
-84.55101379,42.69479959,433,115384,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13073804.820000,435468.030000
-84.56080939,42.69394901,434,115387,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-26 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13071170.863000,435163.976000
-84.59844537,42.72711106,435,115390,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-22 00:00:00,N,SEW-WTR IN BSMNT,LG-18, ,2,13061086.740000,447274.660000
-84.59280341,42.69876538,436,115391,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-30,3,2,13062574.870000,436940.650000
-84.51254142,42.74838818,437,115395,SEWER,CAVE IN,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,CAVE IN,LG-11, ,2,13084180.760000,454976.860000
-84.56110872,42.69428775,438,115396,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-26 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13071090.680000,435287.610000
-84.57987750,42.70902512,439,115397,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-29,4,2,13066058.840000,440670.490000
-84.55411134,42.74700996,440,115398,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-09,4,2,13073014.500000,454496.700000
-84.53151213,42.71391081,441,115399,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-23 00:00:00,N,SEW-WTR IN BSMNT,LG-22,2,2,13079060.870000,442421.780000
-84.56269781,42.69342681,442,115400,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-22 00:00:00,N,SEW-WTR IN BSMNT,LG-32,2,2,13070662.770000,434974.850000
-84.59390443,42.75526966,443,115401,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-07,4,2,13062334.490000,457533.080000
-84.52041721,42.75875071,444,115402,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-02,1,2,13082072.320000,458757.020000
-84.60666223,42.69074553,445,115404,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-22 00:00:00,N,SEW-WTR IN BSMNT,DA-36,3,2,13058841.270000,434028.330000
-84.56111680,42.69344650,446,115405,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13071087.800000,434981.040000
-84.55108210,42.69401591,447,115406,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13073785.830000,435182.480000
-84.57002398,42.66704316,448,115407,SEWER,SEWER PROBLEM,2018-02-20 00:00:00,CLOSED,2018-02-22 00:00:00,N,SEWER PROBLEM,DI-08,3,2,13068670.090000,425364.680000
-84.58881057,42.69213954,449,115408,SEWER,CB-MH COVER,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,CB-MH COVER,LG-31,3,2,13063641.780000,434523.170000
-84.56695525,42.67337293,450,115412,SEWER,WATER ON ROAD,2018-02-20 00:00:00,CLOSED,2018-02-27 00:00:00,N,WATER ON ROAD,DI-05,3,2,13069500.880000,427669.420000
-84.55980168,42.68446729,451,115413,SEWER,SEW-WTR IN BSMNT,2018-02-20 00:00:00,CLOSED,2018-02-21 00:00:00,N,SEW-WTR IN BSMNT,LG-33,2,2,13071433.830000,431707.980000
-84.59800089,42.72776538,452,115426,SEWER,SEW-WTR IN BSMNT,2018-02-21 00:00:00,CLOSED,2018-02-23 00:00:00,N,SEW-WTR IN BSMNT,LG-18, ,2,13061206.819000,447512.783000
